Drug Name,Chemical Compound,Usage,Dosage,Side Effects,Manufacturer,SMILES,MolWt,LogP,NumHAcceptors,NumHDonors,Side Effects Encoded
DengueDrug983,C1082H1182N992O987,Antiviral,177 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany2,c1c(c(F)ccc1)CSc1[nH]c(=O)c2=CC(OC)=C(OC)NC=c2n1,361.3980000000001,0.7848999999999996,6.0,2.0,0
DengueDrug984,C1083H1183N993O988,Antiviral,134 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,C(c1ccccc1)(C)c1ccccc1C(C)C([O-])=O.[Na+],276.311,-0.30420000000000025,2.0,0.0,7
DengueDrug985,C1084H1184N994O989,Antiviral,155 mg/day,"Vision problems, heart issues",PharmaCompany4,c1(c2c(cnc1)cc(Cl)cc2)N1CCN(CC1)C,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug986,C1085H1185N995O990,Antiviral,81 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany0,c1(c([C@H]2O[C@@H](C)[C@@H](CC)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](N(C)C)O[C@H](O)C3)C2)cc(c(c1O)O)O)O,473.5190000000003,0.4870999999999995,11.0,7.0,1
DengueDrug987,C1086H1186N996O991,Antiviral,103 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,Oc1ccc(NC(C)=O)cc1,151.16500000000002,1.3505999999999998,2.0,2.0,4
DengueDrug988,C1087H1187N997O992,Antiviral,169 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany2,c1ccc(C(O)=O)c(c1)OC(=O)C,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug989,C1088H1188N998O993,Antiviral,132 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,c1(O)c(O)c(cc(c1O)[C@@H]1C[C@H]([C@@H](O)[C@H](CC)[C@H](C)O1)O[C@@H]1C[C@H](O[C@H](N(C)C)[C@H]1O)O)O,473.5190000000002,0.4870999999999988,11.0,7.0,1
DengueDrug990,C1089H1189N999O994,Antiviral,102 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,c1c(ccc(n1)C(CCN(C)C)c1ccccc1)Cl,274.795,3.8186000000000035,2.0,0.0,7
DengueDrug991,C1090H1190N1000O995,Antiviral,198 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany0,c1(c(c(c(O)c(c1)[C@H]1O[C@@H](C)[C@@H](CC)[C@H](O)[C@H](O[C@@H]2C[C@@H](O)O[C@@H]([C@H]2O)N(C)C)C1)O)O)O,473.5190000000002,0.4870999999999995,11.0,7.0,1
DengueDrug992,C1091H1191N1001O996,Antiviral,68 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany1,c1(Cl)cnc(C(CCN(C)C)c2ccccc2)cc1,274.795,3.8186000000000027,2.0,0.0,7
DengueDrug993,C1092H1192N1002O997,Antiviral,139 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,c1c([C@H]2O[C@@H](C)[C@H]([C@H](O)[C@H](O[C@@H]3C[C@@H](O)O[C@H](N(C)C)[C@H]3O)C2)CC)c(c(c(O)c1O)O)O,473.51900000000023,0.4870999999999995,11.0,7.0,1
DengueDrug994,C1093H1193N1003O998,Antiviral,139 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,CC(=O)Oc1ccccc1C(=O)O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug995,C1094H1194N1004O999,Antiviral,199 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,c1ccc(c(F)c1)CSc1nc2c(=CC(=C(OC)NC=2)OC)c(=O)[nH]1,361.3980000000001,0.7848999999999995,6.0,2.0,0
DengueDrug996,C1095H1195N1005O1000,Antiviral,169 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany0,O1[C@H](N(C)C)[C@H]([C@@H](C[C@H]1O)O[C@@H]1C[C@@H](c2c(c(O)c(O)c(O)c2)O)O[C@@H](C)[C@H]([C@@H]1O)CC)O,473.5190000000002,0.48709999999999926,11.0,7.0,1
DengueDrug997,C1096H1196N1006O1001,Antiviral,59 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,O=C1N(C)C(=O)C(CSc2nnnn2CC(=O)O)C2=C1C(C)C(C(=O)N2)N,395.4010000000001,-2.1880999999999977,10.0,3.0,2
DengueDrug998,C1097H1197N1007O1002,Antiviral,78 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,c1(O)cc([C@H]2O[C@H]([C@@H](CC)[C@H](O)[C@H](O[C@@H]3C[C@H](O[C@@H]([C@H]3O)N(C)C)O)C2)C)c(O)c(O)c1O,473.5190000000002,0.48709999999999926,11.0,7.0,1
DengueDrug999,C1098H1198N1008O1003,Antiviral,69 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany3,c1(c(CSc2[nH]c(=O)c3=CC(=C(OC)NC=c3n2)OC)cccc1)F,361.398,0.7848999999999999,6.0,2.0,0
DengueDrug1000,C1099H1199N1009O1004,Antiviral,100 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,[Na+].[O-]C(=O)C(C)c1c(cccc1)C(c1ccccc1)C,276.31100000000004,-0.3041999999999976,2.0,0.0,7
DengueDrug1001,C1100H1200N1010O1005,Antiviral,129 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany0,C(=O)(O)Cn1nnnc1SCC1C2NC(=O)C(N)C(C=2C(N(C)C1=O)=O)C,395.4010000000002,-2.188099999999996,10.0,3.0,2
DengueDrug1002,C1101H1201N1011O1006,Antiviral,160 mg/day,"Vision problems, heart issues",PharmaCompany1,N1(CCN(CC1)c1c2c(cnc1)cc(cc2)Cl)C,261.75600000000003,2.6400000000000006,3.0,0.0,8
DengueDrug1003,C1102H1202N1012O1007,Antiviral,98 mg/day,"Photosensitivity, stomach upset",PharmaCompany2,O=C1N2CC(=O)C(N(C3C(O)C(O)C(O)C(C3C)C)C(O)=C2c2ccccc2)C1C,416.47400000000016,0.33940000000000103,7.0,4.0,5
DengueDrug1004,C1103H1203N1013O1008,Antiviral,88 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,[C@@H]1(C)O[C@H](c2c(c(O)c(O)c(O)c2)O)C[C@H]([C@H]([C@@H]1CC)O)O[C@H]1[C@H](O)[C@H](O[C@H](O)C1)N(C)C,473.51900000000023,0.4870999999999989,11.0,7.0,1
DengueDrug1005,C1104H1204N1014O1009,Antiviral,145 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany4,c1(CC(C)C)ccc(cc1)C(C)C(O)=O,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug1006,C1105H1205N1015O1010,Antiviral,70 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany0,c1(CSc2nc3=CNC(=C(C=c3c(=O)[nH]2)OC)OC)c(cccc1)F,361.3980000000001,0.7848999999999999,6.0,2.0,0
DengueDrug1007,C1106H1206N1016O1011,Antiviral,196 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,OC(=O)Cn1c(SCC2C(N(C)C(C3C(C(N)C(=O)NC2=3)C)=O)=O)nnn1,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug1008,C1107H1207N1017O1012,Antiviral,52 mg/day,"Vision problems, heart issues",PharmaCompany2,C(c1ccc(cc1)Nc1ccccn1)(O)CNC(C)C,271.36400000000003,2.8566000000000003,4.0,3.0,8
DengueDrug1009,C1108H1208N1018O1013,Antiviral,183 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,[C@H]1(O)[C@H](CC)[C@H](C)O[C@H](c2cc(O)c(c(O)c2O)O)C[C@H]1O[C@H]1[C@@H]([C@@H](N(C)C)O[C@H](O)C1)O,473.51900000000023,0.4870999999999997,11.0,7.0,1
DengueDrug1010,C1109H1209N1019O1014,Antiviral,136 mg/day,"Photosensitivity, stomach upset",PharmaCompany4,C1(C)C(N2C(c3ccccc3)=C(N(C3C(C(O)C(O)C(C3C)C)O)C1C(=O)C2)O)=O,416.4740000000002,0.3393999999999999,7.0,4.0,5
DengueDrug1011,C1110H1210N1020O1015,Antiviral,82 mg/day,"Vision problems, heart issues",PharmaCompany0,N1(CCN(CC1)C)c1cncc2c1ccc(Cl)c2,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1012,C1111H1211N1021O1016,Antiviral,107 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,N1(C(C(C2NC(C(N)C(C)C=2C1=O)=O)CSc1n(CC(=O)O)nnn1)=O)C,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug1013,C1112H1212N1022O1017,Antiviral,101 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany2,O=c1[nH]c(nc2=CNC(OC)=C(OC)C=c12)SCc1c(cccc1)F,361.3980000000001,0.7849000000000004,6.0,2.0,0
DengueDrug1014,C1113H1213N1023O1018,Antiviral,121 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany3,C(C1C(N(C)C(C2=C1NC(=O)C(C2C)N)=O)=O)Sc1n(nnn1)CC(=O)O,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug1015,C1114H1214N1024O1019,Antiviral,150 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany4,c1(c(O)c(cc(c1O)O)[C@H]1O[C@H]([C@H]([C@@H]([C@H](O[C@@H]2C[C@@H](O)O[C@@H]([C@H]2O)N(C)C)C1)O)CC)C)O,473.51900000000023,0.4870999999999995,11.0,7.0,1
DengueDrug1016,C1115H1215N1025O1020,Antiviral,184 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,C(C)(c1ccccc1)c1ccccc1C(C(=O)[O-])C.[Na+],276.311,-0.30420000000000025,2.0,0.0,7
DengueDrug1017,C1116H1216N1026O1021,Antiviral,160 mg/day,"Photosensitivity, stomach upset",PharmaCompany1,c1c(cccc1)C1=C(O)N(C2C(C)C(=O)N1CC2=O)C1C(C)C(C(O)C(C1O)O)C,416.47400000000005,0.33940000000000003,7.0,4.0,5
DengueDrug1018,C1117H1217N1027O1022,Antiviral,109 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,CN(C)[C@H]1O[C@H](O)C[C@H]([C@@H]1O)O[C@H]1[C@@H](O)[C@@H]([C@H](C)O[C@@H](C1)c1c(O)c(c(c(O)c1)O)O)CC,473.51900000000035,0.48709999999999937,11.0,7.0,1
DengueDrug1019,C1118H1218N1028O1023,Antiviral,101 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany3,c1(c2c(=CNC(OC)=C(C=2)OC)nc([nH]1)SCc1c(F)cccc1)=O,361.3980000000001,0.7848999999999995,6.0,2.0,0
DengueDrug1020,C1119H1219N1029O1024,Antiviral,152 mg/day,"Dizziness, fatigue, headache",PharmaCompany4,S(CCNC)C(=Nc1cncn1C)N(C)C,241.364,0.9217999999999997,5.0,1.0,3
DengueDrug1021,C1120H1220N1030O1025,Antiviral,83 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany0,CN(C)[C@H]1O[C@@H](C[C@@H](O[C@@H]2C[C@H](O[C@H]([C@@H](CC)[C@@H]2O)C)c2c(O)c(c(c(O)c2)O)O)[C@@H]1O)O,473.5190000000002,0.48709999999999903,11.0,7.0,1
DengueDrug1022,C1121H1221N1031O1026,Antiviral,50 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,C(O)(=O)c1ccccc1OC(=O)C,180.15899999999993,1.3100999999999998,3.0,1.0,4
DengueDrug1023,C1122H1222N1032O1027,Antiviral,52 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,O([C@@H]1C[C@H](O[C@H]([C@@H](CC)[C@@H]1O)C)c1cc(c(c(c1O)O)O)O)[C@H]1[C@H](O)[C@H](O[C@@H](C1)O)N(C)C,473.5190000000001,0.4871,11.0,7.0,1
DengueDrug1024,C1123H1223N1033O1028,Antiviral,198 mg/day,"Vision problems, heart issues",PharmaCompany3,C1CN(C)CCN1c1c2c(cnc1)cc(cc2)Cl,261.75600000000003,2.6400000000000006,3.0,0.0,8
DengueDrug1025,C1124H1224N1034O1029,Antiviral,168 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany4,C(Oc1c(cccc1)C(O)=O)(C)=O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug1026,C1125H1225N1035O1030,Antiviral,98 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany0,S(Cc1ccccc1F)c1nc2c(c([nH]1)=O)=CC(OC)=C(OC)NC=2,361.3980000000001,0.7848999999999994,6.0,2.0,0
DengueDrug1027,C1126H1226N1036O1031,Antiviral,123 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany1,C[C@@H]1O[C@@H](C[C@H]([C@H]([C@@H]1CC)O)O[C@@H]1C[C@H](O[C@@H]([C@H]1O)N(C)C)O)c1cc(O)c(c(O)c1O)O,473.5190000000002,0.4870999999999999,11.0,7.0,1
DengueDrug1028,C1127H1227N1037O1032,Antiviral,90 mg/day,"Vision problems, heart issues",PharmaCompany2,C1N(CCN(C1)C)c1cncc2c1ccc(Cl)c2,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1029,C1128H1228N1038O1033,Antiviral,186 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,[Na+].c1ccc(C(C([O-])=O)C)c(C(C)c2ccccc2)c1,276.311,-0.30419999999999847,2.0,0.0,7
DengueDrug1030,C1129H1229N1039O1034,Antiviral,143 mg/day,"Vision problems, heart issues",PharmaCompany4,c12c(cc(cc1)Cl)cncc2N1CCN(CC1)C,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1031,C1130H1230N1040O1035,Antiviral,135 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany0,Oc1c(cc(c(O)c1O)O)[C@H]1O[C@@H](C)[C@H]([C@H](O)[C@H](O[C@@H]2C[C@H](O[C@H](N(C)C)[C@H]2O)O)C1)CC,473.5190000000003,0.48709999999999976,11.0,7.0,1
DengueDrug1032,C1131H1231N1041O1036,Antiviral,176 mg/day,"Vision problems, heart issues",PharmaCompany1,c1c(c2c(cn1)cc(cc2)Cl)N1CCN(CC1)C,261.7559999999999,2.6400000000000006,3.0,0.0,8
DengueDrug1033,C1132H1232N1042O1037,Antiviral,91 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany2,c1cc(OC(C)=O)c(cc1)C(=O)O,180.159,1.3100999999999998,3.0,1.0,4
DengueDrug1034,C1133H1233N1043O1038,Antiviral,174 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,O=C([O-])C(c1c(C(c2ccccc2)C)cccc1)C.[Na+],276.31100000000004,-0.30419999999999936,2.0,0.0,7
DengueDrug1035,C1134H1234N1044O1039,Antiviral,86 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany4,c1c(c(OC(C)=O)ccc1)C(=O)O,180.159,1.3101,3.0,1.0,4
DengueDrug1036,C1135H1235N1045O1040,Antiviral,114 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany0,C(=O)(Nc1ccc(cc1)O)C,151.16499999999996,1.3506,2.0,2.0,4
DengueDrug1037,C1136H1236N1046O1041,Antiviral,53 mg/day,"Dizziness, fatigue, headache",PharmaCompany1,c1ncc(N=C(SCCNC)N(C)C)n1C,241.364,0.9217999999999995,5.0,1.0,3
DengueDrug1038,C1137H1237N1047O1042,Antiviral,107 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,c1ccc(C(CCN(C)C)c2ncc(cc2)Cl)cc1,274.795,3.8186000000000027,2.0,0.0,7
DengueDrug1039,C1138H1238N1048O1043,Antiviral,142 mg/day,"Vision problems, heart issues",PharmaCompany3,c1ncc(N2CCN(CC2)C)c2ccc(cc12)Cl,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1040,C1139H1239N1049O1044,Antiviral,90 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany4,N(c1ccc(cc1)O)C(C)=O,151.16499999999996,1.3505999999999998,2.0,2.0,4
DengueDrug1041,C1140H1240N1050O1045,Antiviral,188 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,n1(C)c(cnc1)N=C(N(C)C)SCCNC,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug1042,C1141H1241N1051O1046,Antiviral,70 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,CC1C2=C(C(C(=O)N(C)C2=O)CSc2nnnn2CC(O)=O)NC(C1N)=O,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug1043,C1142H1242N1052O1047,Antiviral,51 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany2,O(C(C)=O)c1ccccc1C(=O)O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug1044,C1143H1243N1053O1048,Antiviral,146 mg/day,"Dizziness, fatigue, headache",PharmaCompany3,c1ncn(C)c1N=C(SCCNC)N(C)C,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug1045,C1144H1244N1054O1049,Antiviral,53 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,COC1=C(OC)C=c2c([nH]c(nc2=CN1)SCc1ccccc1F)=O,361.3980000000001,0.7849000000000003,6.0,2.0,0
DengueDrug1046,C1145H1245N1055O1050,Antiviral,133 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,c1cccc(C(c2ccc(cn2)Cl)CCN(C)C)c1,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug1047,C1146H1246N1056O1051,Antiviral,99 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,O=C(Oc1c(C(=O)O)cccc1)C,180.159,1.3100999999999998,3.0,1.0,4
DengueDrug1048,C1147H1247N1057O1052,Antiviral,55 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany2,OC(Cn1nnnc1SCC1C(N(C)C(=O)C2=C1NC(C(C2C)N)=O)=O)=O,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug1049,C1148H1248N1058O1053,Antiviral,142 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,C(C)(Oc1c(C(=O)O)cccc1)=O,180.159,1.3101,3.0,1.0,4
DengueDrug1050,C1149H1249N1059O1054,Antiviral,121 mg/day,"Vision problems, heart issues",PharmaCompany4,n1cc(N2CCN(C)CC2)c2ccc(cc2c1)Cl,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1051,C1150H1250N1060O1055,Antiviral,183 mg/day,"Photosensitivity, stomach upset",PharmaCompany0,OC1C(O)C(O)C(C(C1C)C)N1C2C(CN(C(=C1O)c1ccccc1)C(=O)C2C)=O,416.4740000000001,0.33940000000000015,7.0,4.0,5
DengueDrug1052,C1151H1251N1061O1056,Antiviral,77 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,C1(C(C(NC2=C1C(N(C(=O)C2CSc1n(CC(O)=O)nnn1)C)=O)=O)N)C,395.4010000000001,-2.1880999999999977,10.0,3.0,2
DengueDrug1053,C1152H1252N1062O1057,Antiviral,52 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany2,c1c(CC(C)C)ccc(c1)C(C(O)=O)C,206.285,3.073200000000001,1.0,1.0,6
DengueDrug1054,C1153H1253N1063O1058,Antiviral,53 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany3,c1cc(ccc1CC(C)C)C(C)C(O)=O,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug1055,C1154H1254N1064O1059,Antiviral,64 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,[Na+].c1c(C(c2ccccc2)C)c(C(C)C([O-])=O)ccc1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug1056,C1155H1255N1065O1060,Antiviral,124 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany0,CC(Oc1c(C(=O)O)cccc1)=O,180.159,1.3101,3.0,1.0,4
DengueDrug1057,C1156H1256N1066O1061,Antiviral,142 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany1,O=C(O)C(c1ccc(cc1)CC(C)C)C,206.28499999999997,3.0732000000000017,1.0,1.0,6
DengueDrug1058,C1157H1257N1067O1062,Antiviral,197 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,[Na+].c1(ccccc1C(C([O-])=O)C)C(C)c1ccccc1,276.311,-0.30419999999999847,2.0,0.0,7
DengueDrug1059,C1158H1258N1068O1063,Antiviral,139 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,C(C(c1ccccc1)c1ncc(cc1)Cl)CN(C)C,274.795,3.8186000000000018,2.0,0.0,7
DengueDrug1060,C1159H1259N1069O1064,Antiviral,187 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany4,O=C(Cn1nnnc1SCC1C2NC(=O)C(N)C(C)C=2C(N(C1=O)C)=O)O,395.4010000000002,-2.188099999999996,10.0,3.0,2
DengueDrug1061,C1160H1260N1070O1065,Antiviral,82 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany0,n1c2c(c([nH]c1SCc1ccccc1F)=O)=CC(OC)=C(NC=2)OC,361.39800000000014,0.7848999999999997,6.0,2.0,0
DengueDrug1062,C1161H1261N1071O1066,Antiviral,64 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany1,O=C(C(c1ccc(CC(C)C)cc1)C)O,206.285,3.073200000000001,1.0,1.0,6
DengueDrug1063,C1162H1262N1072O1067,Antiviral,161 mg/day,"Photosensitivity, stomach upset",PharmaCompany2,OC1C(C(O)C(C(C1N1C2C(CN(C(=O)C2C)C(=C1O)c1ccccc1)=O)C)C)O,416.4740000000001,0.3394000000000011,7.0,4.0,5
DengueDrug1064,C1163H1263N1073O1068,Antiviral,128 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,C(=O)(Oc1c(C(O)=O)cccc1)C,180.159,1.3100999999999998,3.0,1.0,4
DengueDrug1065,C1164H1264N1074O1069,Antiviral,186 mg/day,"Photosensitivity, stomach upset",PharmaCompany4,C1(=O)CN2C(c3ccccc3)=C(O)N(C3C(C(O)C(O)C(C3C)C)O)C1C(C)C2=O,416.47400000000016,0.3394,7.0,4.0,5
DengueDrug1066,C1165H1265N1075O1070,Antiviral,181 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany0,c1cc(OC(=O)C)c(C(O)=O)cc1,180.159,1.3100999999999998,3.0,1.0,4
DengueDrug1067,C1166H1266N1076O1071,Antiviral,177 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany1,c1c(ccc(c1)C(C)C(O)=O)CC(C)C,206.28499999999997,3.0732000000000017,1.0,1.0,6
DengueDrug1068,C1167H1267N1077O1072,Antiviral,144 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,c1(ncc(cc1)Cl)C(c1ccccc1)CCN(C)C,274.795,3.8186000000000027,2.0,0.0,7
DengueDrug1069,C1168H1268N1078O1073,Antiviral,159 mg/day,"Vision problems, heart issues",PharmaCompany3,C1CN(CCN1c1cncc2c1ccc(Cl)c2)C,261.75600000000003,2.6400000000000006,3.0,0.0,8
DengueDrug1070,C1169H1269N1079O1074,Antiviral,101 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany4,C(=O)(C(C)c1ccc(CC(C)C)cc1)O,206.285,3.0732000000000017,1.0,1.0,6
DengueDrug1071,C1170H1270N1080O1075,Antiviral,181 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,CN(C(SCCNC)=Nc1n(C)cnc1)C,241.36400000000003,0.9217999999999995,5.0,1.0,3
DengueDrug1072,C1171H1271N1081O1076,Antiviral,84 mg/day,"Photosensitivity, stomach upset",PharmaCompany1,C12C(=O)CN(C(=O)C1C)C(=C(N2C1C(C(O)C(O)C(C)C1C)O)O)c1ccccc1,416.4740000000001,0.33940000000000076,7.0,4.0,5
DengueDrug1073,C1172H1272N1082O1077,Antiviral,127 mg/day,"Vision problems, heart issues",PharmaCompany2,c1cc2c(cncc2cc1Cl)N1CCN(C)CC1,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1074,C1173H1273N1083O1078,Antiviral,90 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany3,c1(=O)c2=CC(OC)=C(OC)NC=c2nc([nH]1)SCc1ccccc1F,361.39800000000014,0.7849,6.0,2.0,0
DengueDrug1075,C1174H1274N1084O1079,Antiviral,193 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany4,c1cccc(C(=O)O)c1OC(C)=O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug1076,C1175H1275N1085O1080,Antiviral,196 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,C(c1c(cccc1)C(c1ccccc1)C)(C)C(=O)[O-].[Na+],276.311,-0.30420000000000025,2.0,0.0,7
DengueDrug1077,C1176H1276N1086O1081,Antiviral,180 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,C(Oc1ccccc1C(O)=O)(=O)C,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug1078,C1177H1277N1087O1082,Antiviral,59 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,C[C@H]1[C@@H](CC)[C@@H]([C@H](O[C@H]2[C@@H]([C@@H](N(C)C)O[C@@H](C2)O)O)C[C@H](O1)c1cc(O)c(O)c(O)c1O)O,473.5190000000002,0.4870999999999999,11.0,7.0,1
DengueDrug1079,C1178H1278N1088O1083,Antiviral,136 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,O=C(Oc1c(cccc1)C(=O)O)C,180.15899999999996,1.3100999999999998,3.0,1.0,4
DengueDrug1080,C1179H1279N1089O1084,Antiviral,160 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,S(c1[nH]c(=O)c2=CC(=C(OC)NC=c2n1)OC)Cc1c(F)cccc1,361.3980000000001,0.7848999999999995,6.0,2.0,0
DengueDrug1081,C1180H1280N1090O1085,Antiviral,173 mg/day,"Photosensitivity, stomach upset",PharmaCompany0,c1c(C2=C(O)N(C3C(=O)CN2C(C3C)=O)C2C(C(O)C(C(C)C2C)O)O)cccc1,416.47400000000005,0.3394000000000005,7.0,4.0,5
DengueDrug1082,C1181H1281N1091O1086,Antiviral,180 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany1,[Na+].c1ccc(C(C)c2ccccc2C(C([O-])=O)C)cc1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug1083,C1182H1282N1092O1087,Antiviral,131 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany2,O=C1N(C(=O)C(C2=C1C(C(N)C(N2)=O)C)CSc1nnnn1CC(O)=O)C,395.4010000000001,-2.1880999999999977,10.0,3.0,2
DengueDrug1084,C1183H1283N1093O1088,Antiviral,167 mg/day,"Vision problems, heart issues",PharmaCompany3,c12ccc(cc2cncc1N1CCN(CC1)C)Cl,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug1085,C1184H1284N1094O1089,Antiviral,50 mg/day,"Photosensitivity, stomach upset",PharmaCompany4,OC1C(N2C(=C(c3ccccc3)N3CC(=O)C2C(C)C3=O)O)C(C(C(O)C1O)C)C,416.4740000000001,0.3394000000000002,7.0,4.0,5
DengueDrug1086,C1185H1285N1095O1090,Antiviral,116 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,c1c(n(C)cn1)N=C(SCCNC)N(C)C,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug1087,C1186H1286N1096O1091,Antiviral,178 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,C12C(C(=O)N(C)C(C=2C(C)C(C(=O)N1)N)=O)CSc1nnnn1CC(O)=O,395.4010000000001,-2.188099999999997,10.0,3.0,2
